id,price,date,yr_sold,yr_built,age_at_sale,reno,yr_renovated,condition,grade,view,floors,bedrooms,bathrooms,basement,sqft_lot,sqft_living,sqft_basement,sqft_above,sqft_living15,sqft_lot15,lat,long,zipcode
9558050020,475000,2014-09-15,2014,2004,10,0,0,3,9,0,2.0,4,2.5,0,5757,3150,0,3150,3100,5757,47.4568,-122.117,98058
8691300420,815000,2014-08-04,2014,1996,18,0,0,3,10,0,2.0,5,3.5,0,10794,3500,0,3500,3110,10837,47.5887,-121.97399999999999,98075
5450300010,572000,2014-09-02,2014,1951,63,0,0,4,7,0,1.0,3,1.5,0,13751,1680,0,1680,1760,13500,47.5716,-122.227,98040
339600460,419500,2014-10-17,2014,1986,28,0,0,3,7,0,2.0,3,2.5,0,3188,1360,0,1360,1090,3188,47.6831,-122.096,98052
9264910920,298700,2014-09-03,2014,1980,34,0,0,3,8,0,1.0,3,2.25,1,7350,2110,580,1530,2640,7777,47.3088,-122.34100000000001,98023
121029034,549000,2014-06-24,2014,1947,67,0,0,5,7,4,1.0,2,1.0,1,13392,2034,875,1159,1156,15961,47.3312,-122.50299999999999,98070
2123049420,278000,2015-04-22,2015,1960,55,0,0,3,7,0,1.0,3,1.5,1,9994,1900,780,1120,1900,9994,47.4729,-122.301,98168
7950302890,455000,2014-12-30,2014,1926,88,1,2014,3,6,0,1.5,4,2.0,1,4500,2380,910,1470,1300,4500,47.5652,-122.281,98118
6117500430,925000,2014-08-19,2014,1988,26,0,0,4,9,2,1.0,5,3.5,0,13495,4050,0,2230,3210,13495,47.4384,-122.352,98166
1972200660,465000,2015-04-15,2015,1999,16,0,0,3,8,0,3.0,2,1.5,0,1201,1120,0,1120,1370,1298,47.6524,-122.353,98103
3629830050,620000,2014-10-01,2014,1999,15,0,0,3,8,0,2.0,4,4.0,1,2970,2850,730,2120,2380,3559,47.547,-122.01,98029
9257900010,499900,2015-04-22,2015,1963,52,0,0,3,8,0,1.0,4,2.25,0,7650,2360,0,1640,2320,11060,47.75,-122.292,98155
6072000440,620000,2015-02-06,2015,1962,53,1,2014,3,8,0,1.0,5,3.0,1,11422,2540,1270,1270,2090,10741,47.5459,-122.176,98006
6844702630,450000,2014-11-08,2014,1941,73,0,0,3,7,0,1.0,3,1.75,1,6120,1160,120,1040,1530,6120,47.6926,-122.287,98115
3630090050,690000,2015-02-20,2015,2007,8,0,0,3,10,0,2.0,4,3.5,1,2147,2710,490,2220,2650,2252,47.5468,-121.994,98029
9809000020,1900000,2014-05-13,2014,1969,45,0,0,4,9,0,2.0,5,2.25,0,16672,3120,0,3120,3740,17853,47.6458,-122.219,98004
9809000020,1940000,2015-03-13,2015,1969,46,0,0,4,9,0,2.0,5,2.25,0,16672,3120,0,3120,3740,17853,47.6458,-122.219,98004
5021900050,832500,2014-08-18,2014,1951,63,1,1997,4,7,0,1.0,3,2.0,0,9527,1870,0,1870,1970,11904,47.5777,-122.22399999999999,98040
1003600080,245000,2014-11-07,2014,1955,59,0,0,5,7,0,1.0,3,1.0,0,9678,1010,0,1010,1010,9375,47.4396,-122.285,98188
7701960130,820000,2014-10-17,2014,1990,24,0,0,3,11,0,1.5,3,2.5,0,18935,2980,0,2980,3670,18225,47.7133,-122.079,98077
2395710020,369000,2014-08-07,2014,2005,9,0,0,3,8,0,2.0,4,2.75,0,6495,2420,0,2420,2420,6200,47.3771,-122.029,98038
7203230010,1050000,2014-10-15,2014,2014,0,0,0,3,9,0,2.0,4,3.25,0,8331,3830,0,3830,4080,8425,47.6906,-122.01899999999999,98053
9830200380,653000,2014-09-17,2014,1993,21,0,0,3,10,2,3.0,3,3.0,0,5067,3040,0,3040,1820,5998,47.5409,-122.26700000000001,98118
9407111100,220650,2015-04-22,2015,1980,35,0,0,3,7,0,1.0,2,1.75,0,10500,1460,0,1460,1340,9600,47.4461,-121.76799999999999,98045
9572000080,300000,2014-06-16,2014,2007,7,0,0,3,8,0,1.0,5,3.0,1,6355,1940,740,1200,1940,5033,47.49800000000001,-122.322,98168
3629870420,970000,2014-09-12,2014,2001,13,0,0,3,10,2,2.0,4,3.5,0,20023,3780,0,3780,2150,3675,47.5491,-122.006,98029
2459970020,360000,2014-11-24,2014,2004,10,0,0,3,7,0,2.0,4,2.5,0,5451,1950,0,1950,2240,6221,47.4341,-122.14399999999999,98058
5547700190,672500,2015-03-30,2015,2000,15,0,0,3,9,0,2.0,3,2.5,0,5760,2450,0,2450,2450,5762,47.6145,-122.02600000000001,98074
421000285,268000,2015-04-23,2015,1953,62,0,0,4,5,0,1.5,4,1.5,0,7020,1730,0,1730,1110,7020,47.4939,-122.167,98056
3277801640,440000,2014-12-02,2014,1929,85,0,0,3,8,0,1.5,4,1.5,0,3245,1690,0,1690,1380,1590,47.5445,-122.375,98126
1250203070,1400000,2014-05-14,2014,1981,33,1,2013,3,10,2,2.0,3,2.5,0,7200,2550,0,2550,2030,3500,47.5996,-122.288,98144
8077200470,590000,2014-07-18,2014,1986,28,0,0,3,9,0,2.0,4,2.5,0,11072,2290,0,2290,2340,9774,47.6283,-122.03,98074
302000545,359000,2015-01-27,2015,1962,53,0,0,4,7,0,1.0,4,2.25,1,22860,2710,860,1850,1700,22860,47.3207,-122.266,98001
9542801990,266500,2014-05-29,2014,1978,36,0,0,4,7,0,1.0,4,1.75,1,7632,1880,700,1180,1840,8528,47.3068,-122.37200000000001,98023
3343901403,635000,2014-12-16,2014,2014,0,0,0,3,8,0,2.0,4,2.5,0,8679,2930,0,2930,2030,7264,47.5164,-122.19,98056
1121059030,559000,2014-10-13,2014,2001,13,0,0,3,9,0,2.0,3,2.5,0,217800,3110,0,3110,2220,217800,47.3281,-122.124,98092
9290850950,895000,2014-12-18,2014,1989,25,0,0,3,10,0,2.0,4,2.5,0,38985,3480,0,3480,3630,36290,47.6895,-122.052,98053
1136100006,625000,2015-01-27,2015,1961,54,0,0,3,7,0,1.0,2,1.5,0,118047,1110,0,1110,2970,43500,47.7467,-122.12799999999999,98072
7923300285,650000,2015-03-12,2015,1957,58,0,0,4,7,0,1.0,4,2.25,1,9320,2440,560,1880,1530,9335,47.5933,-122.135,98007
1823059028,312500,2015-02-24,2015,1957,58,0,0,3,7,0,1.0,4,1.75,1,7840,2280,1000,1280,2120,7260,47.4809,-122.22399999999999,98055
8864000440,225000,2014-09-25,2014,1944,70,0,0,3,6,0,1.0,3,1.0,1,6099,900,110,790,1240,6099,47.4807,-122.289,98168
9512500680,425000,2014-11-19,2014,1968,46,0,0,3,7,0,1.0,4,1.75,1,8400,1980,650,1330,1920,8400,47.6721,-122.152,98052
3421069120,329999,2015-02-19,2015,1988,27,0,0,4,7,0,1.0,3,2.75,1,41250,3360,1540,1820,2580,98881,47.2604,-122.023,98022
4376700430,572000,2014-07-16,2014,1973,41,0,0,3,8,0,2.0,5,2.25,0,9225,2340,0,2340,2140,9348,47.6369,-122.098,98052
8562890430,386500,2015-04-07,2015,2002,13,0,0,3,8,0,2.0,4,2.5,0,5048,3110,0,3110,3110,5190,47.3782,-122.125,98042
452002005,452000,2015-01-21,2015,1904,111,0,0,3,6,0,1.0,2,1.0,0,5000,980,0,980,1270,4500,47.6744,-122.369,98107
7228500094,278000,2014-12-12,2014,1943,71,0,0,3,7,0,1.0,4,2.0,0,6324,1480,0,1480,1480,3600,47.6147,-122.302,98122
8078700020,474900,2014-06-03,2014,1976,38,0,0,4,8,0,1.0,3,2.25,0,43647,1800,0,1800,2480,25608,47.7757,-122.132,98072
5035300255,450000,2015-04-14,2015,1946,69,0,0,3,8,0,1.0,2,1.75,1,6574,2130,630,1500,2130,6275,47.6529,-122.411,98199
9528104985,611000,2014-11-04,2014,1900,114,0,0,3,7,0,1.0,2,1.0,1,5100,1270,170,1100,1670,3900,47.6771,-122.32799999999999,98115
7237590010,214100,2014-06-05,2014,2004,10,0,0,3,7,0,2.0,2,2.5,0,2064,1150,0,1150,1880,2855,47.3516,-122.292,98001
3158500250,317000,2014-05-14,2014,2012,2,0,0,3,8,0,2.0,3,2.5,0,5011,1840,0,1840,2000,4793,47.3555,-122.054,98038
868001402,1000000,2015-03-05,2015,1979,36,0,0,4,9,1,2.0,4,3.5,1,12528,3180,1120,2060,2850,11410,47.7058,-122.37899999999999,98177
5606000233,1000000,2015-04-24,2015,1946,69,0,0,4,7,1,2.0,5,2.75,0,5700,1510,0,1510,2190,5700,47.6653,-122.27,98105
5214500660,525000,2015-05-05,2015,2005,10,0,0,3,8,0,2.0,4,2.5,0,7200,3070,0,3070,2590,7200,47.4899,-122.13799999999999,98059
3578110020,436000,2014-10-01,2014,1983,31,0,0,3,8,0,2.0,3,2.25,0,6680,1800,0,1800,1630,8621,47.7293,-122.223,98034
3578401330,450000,2014-07-18,2014,1983,31,0,0,3,8,0,1.0,3,1.75,0,9154,1540,0,1540,1990,10273,47.6207,-122.042,98074
7525000080,588500,2014-05-02,2014,1980,34,0,0,3,8,0,1.0,3,1.75,1,14892,2330,360,1970,2570,14217,47.6267,-122.046,98074
4273000095,340000,2015-05-11,2015,1953,62,0,0,3,7,0,1.0,4,1.75,0,8374,1400,0,1400,1420,8360,47.4735,-122.344,98166
4014400190,482000,2014-07-14,2014,2000,14,0,0,3,8,0,1.5,4,2.5,1,85377,2846,870,1976,1696,57934,47.317,-122.281,98001
8678500020,1580000,2014-12-13,2014,2005,9,0,0,3,11,0,2.0,4,3.5,0,131116,5830,0,5830,5340,207206,47.5986,-121.949,98024
6918700130,749000,2014-08-11,2014,1965,49,1,2003,3,8,0,2.0,3,2.5,0,7126,3380,0,3380,1810,7308,47.6276,-122.12200000000001,98008
2473350470,330000,2015-05-11,2015,1968,47,0,0,4,8,0,1.0,3,1.5,0,7875,1440,0,1440,1800,8964,47.4561,-122.148,98058
9274200314,568000,2014-08-21,2014,2008,6,0,0,3,8,0,3.0,3,2.5,0,1279,1740,0,1740,1740,1280,47.5891,-122.387,98116
2938100010,239000,2014-09-24,2014,1957,57,0,0,4,7,0,1.0,3,1.75,0,8925,1470,0,1470,1430,9282,47.2026,-122.0,98022
8564950250,528000,2015-01-07,2015,2003,12,0,0,3,8,0,2.0,3,2.5,0,4932,2810,0,2810,2470,4919,47.7739,-122.227,98011
3438502715,385000,2014-07-30,2014,1994,20,0,0,3,7,0,1.0,4,3.0,1,5102,2090,740,1350,2090,5102,47.5427,-122.35600000000001,98106
280610020,825000,2014-09-02,2014,1979,35,0,0,4,10,2,2.0,4,3.25,1,14219,4110,1540,2570,2760,12283,47.7382,-122.264,98028
2487200938,815000,2014-11-26,2014,2002,12,0,0,3,9,1,2.0,5,3.25,1,5000,3230,880,2350,1520,5000,47.5202,-122.39299999999999,98136
1775500362,625000,2014-10-13,2014,1995,19,0,0,3,9,0,2.0,4,2.5,0,34335,2601,0,2601,2080,32336,47.742,-122.087,98072
2483200010,690000,2014-10-07,2014,1955,59,0,0,3,8,3,1.0,3,1.75,1,6000,2070,730,1340,2200,6000,47.5226,-122.382,98136
4365700130,210000,2015-03-25,2015,1957,58,0,0,3,7,0,1.0,3,1.0,1,7440,1660,390,1270,1540,7440,47.5242,-122.36200000000001,98106
9136101271,599000,2015-04-16,2015,1924,91,0,0,3,7,0,1.5,4,1.0,0,4280,1590,0,1590,2230,4280,47.667,-122.335,98103
1370804295,860000,2015-02-12,2015,1951,64,0,0,3,8,0,1.0,3,1.75,1,5584,1860,550,1310,1630,6022,47.637,-122.4,98199
422049178,147200,2015-02-12,2015,1954,61,0,0,4,6,0,1.0,3,1.0,0,9600,1420,0,1420,1400,8415,47.4232,-122.292,98188
9161100795,476900,2015-05-06,2015,1910,105,0,0,4,6,0,1.5,3,1.0,1,5758,1240,280,960,1460,5750,47.5675,-122.396,98116
5561300380,450000,2014-08-07,2014,1978,36,0,0,4,8,0,1.0,4,2.5,1,36254,2500,910,1590,2360,36254,47.4685,-122.00399999999999,98027
1443550020,570000,2015-05-06,2015,1999,16,0,0,3,8,0,2.0,4,2.5,0,11816,2640,0,2640,2400,11816,47.733000000000004,-121.96799999999999,98019
9547201155,567500,2014-10-16,2014,1910,104,0,0,4,7,0,1.5,3,1.0,0,3060,1440,0,1440,1440,3570,47.6769,-122.307,98115
3625059120,790000,2014-10-23,2014,1976,38,0,0,3,9,2,2.0,5,3.25,1,20446,3030,900,2130,2890,20908,47.6133,-122.10600000000001,98008
644000185,875000,2014-07-07,2014,1952,62,0,0,4,7,0,1.0,3,1.5,0,12686,1820,0,1820,3020,11550,47.5886,-122.195,98004
5710500010,490000,2014-06-10,2014,1980,34,0,0,3,9,0,2.0,3,2.0,1,10275,2220,580,1640,2300,9975,47.5304,-122.055,98027
2482410130,335000,2014-06-10,2014,1978,36,0,0,4,7,0,1.0,3,1.75,1,9133,2430,1020,1410,1980,9592,47.5116,-122.15700000000001,98059
6071900130,550000,2015-04-15,2015,1962,53,0,0,4,8,0,1.0,3,1.75,0,10798,1670,0,1670,2290,10798,47.549,-122.17,98006
6817800630,385000,2014-05-16,2014,1981,33,0,0,4,7,0,1.0,3,1.75,1,10541,1180,240,940,1230,10879,47.6348,-122.03200000000001,98074
6204400130,395000,2014-07-18,2014,1976,38,0,0,3,7,0,1.0,3,1.75,1,8085,1620,410,1210,1700,8085,47.7349,-122.197,98011
9274203190,650000,2014-06-11,2014,1928,86,0,0,5,8,0,1.0,2,1.0,0,5750,1030,0,1030,1570,5750,47.5861,-122.391,98116
293610020,637000,2015-03-04,2015,2007,8,0,0,3,9,0,2.0,4,2.75,0,5803,2900,0,2900,2900,6212,47.7368,-122.23200000000001,98028
3583400130,692500,2014-10-14,2014,1963,51,1,2004,3,9,0,1.0,3,2.25,1,9900,3420,1710,1710,2290,10700,47.7412,-122.256,98028
7230400430,322400,2014-09-30,2014,1964,50,0,0,4,8,0,1.0,3,1.75,0,15844,1710,0,1710,1990,20359,47.4706,-122.1,98059
7140600190,233500,2014-09-05,2014,1957,57,0,0,4,6,0,1.0,3,1.5,0,10517,1580,0,1580,1400,10658,47.2903,-122.214,98002
6817801410,400000,2014-06-24,2014,1984,30,0,0,3,7,0,1.0,3,2.0,1,11413,1230,240,990,1570,11517,47.6321,-122.03399999999999,98074
6430500010,547000,2014-06-20,2014,1916,98,0,0,5,7,0,1.5,5,2.5,1,4080,2200,780,1420,1300,4080,47.6872,-122.35,98103
3023049215,519000,2014-07-02,2014,1950,64,1,1992,3,8,1,1.0,5,2.25,1,13054,2570,1100,1470,2570,19807,47.4487,-122.352,98166
3625710080,1030000,2014-06-26,2014,1977,37,0,0,4,10,2,1.0,4,3.5,0,19850,3320,0,2040,3240,15470,47.527,-122.228,98040
3390600010,365000,2014-05-02,2014,1955,59,0,0,4,7,0,1.0,3,1.0,0,6435,1090,0,1090,1340,6435,47.5334,-122.365,98106
9238480020,699000,2015-03-19,2015,1978,37,0,0,4,8,0,2.0,5,2.75,0,36817,2970,0,2970,2730,29150,47.7731,-122.139,98072
1036000080,525000,2014-10-09,2014,1968,46,0,0,4,8,0,1.0,3,1.75,0,8000,1970,0,1970,1910,8000,47.6324,-122.1,98052
1561930020,430000,2014-05-22,2014,1990,24,0,0,3,9,0,2.0,4,3.0,1,8936,3220,770,2450,2810,10500,47.4208,-122.213,98031
3876100080,325000,2014-12-15,2014,1966,48,0,0,3,7,0,1.0,3,1.0,0,7500,1600,0,1600,2050,7200,47.7198,-122.182,98034
7454000605,279000,2014-07-10,2014,1942,72,0,0,5,6,0,1.0,2,1.0,0,6300,670,0,670,760,6300,47.5161,-122.374,98126
1870400635,805000,2015-03-11,2015,1911,104,0,0,5,7,0,2.0,4,1.75,1,4750,2360,700,1660,1810,4750,47.6729,-122.29299999999999,98115
8820900299,419950,2015-02-04,2015,1949,66,0,0,3,7,0,1.5,3,3.0,1,3962,2150,610,1540,1730,4609,47.7183,-122.285,98125
8132700185,425000,2015-04-16,2015,1927,88,0,0,3,6,0,1.0,2,1.0,0,4455,620,0,620,1180,5000,47.6877,-122.395,98117
6413600275,446000,2014-07-24,2014,1949,65,0,0,5,7,0,2.0,4,1.75,0,5922,1730,0,1730,1700,6127,47.7188,-122.321,98125
2888000020,455000,2015-03-02,2015,1963,52,0,0,3,7,0,1.0,5,2.0,1,7860,2500,1460,1040,2060,9684,47.7212,-122.226,98034
3298700426,226550,2014-07-09,2014,1943,71,0,0,3,6,0,1.0,3,1.0,0,4440,990,0,990,990,6771,47.522,-122.354,98106
3362401815,764000,2014-09-30,2014,1904,110,0,0,5,8,0,1.5,3,2.0,0,4080,1420,0,1420,1220,3060,47.6801,-122.348,98103
5469500020,439950,2015-05-05,2015,1978,37,0,0,4,8,0,2.0,3,2.25,0,15000,2170,0,2170,2430,14256,47.3863,-122.15799999999999,98042
6430000280,453000,2014-12-16,2014,1952,62,0,0,3,8,0,1.0,4,2.0,0,5100,1880,0,1880,1610,4590,47.6872,-122.34899999999999,98103
1140000190,219950,2015-02-06,2015,1971,44,0,0,3,7,0,1.0,3,1.0,0,9620,1300,0,1300,1420,9620,47.282,-122.331,98003
8021700715,702500,2014-05-14,2014,1926,88,0,0,5,7,0,2.0,3,1.5,1,6750,2360,430,1930,1320,4500,47.6923,-122.33200000000001,98103
5151600170,285000,2014-10-16,2014,1956,58,0,0,4,8,0,1.0,3,1.5,0,12231,1780,0,1780,2460,12663,47.335,-122.321,98003
8129700255,798750,2015-02-13,2015,2005,10,0,0,3,8,0,3.0,2,2.25,0,2578,2160,0,2160,1800,2142,47.6607,-122.354,98103
9285800345,320000,2014-06-26,2014,1948,66,0,0,3,7,2,1.0,2,1.0,0,5316,950,0,950,1620,6085,47.57,-122.38,98126
5706200170,425000,2014-12-16,2014,1985,29,0,0,3,8,0,1.5,3,1.75,0,14630,1680,0,1680,1920,14630,47.5272,-122.044,98027
5536500020,540000,2014-07-16,2014,2004,10,0,0,3,9,0,2.0,4,2.5,0,4450,2290,0,2290,2570,5096,47.7385,-122.169,98072
98000950,1060000,2014-12-10,2014,2005,9,0,0,3,11,2,2.0,4,5.25,0,14757,4140,0,4140,4440,15523,47.5871,-121.969,98075
3362401611,1170000,2015-03-25,2015,2013,2,0,0,3,8,0,3.0,4,3.75,0,4500,3920,0,3920,2040,3000,47.6805,-122.346,98103
6205500280,576000,2015-04-21,2015,1951,64,0,0,4,7,0,1.0,3,1.75,0,13891,1500,0,1500,2020,13891,47.5866,-122.175,98005
7199330010,525000,2015-04-17,2015,1977,38,0,0,3,7,0,1.0,3,1.75,1,7200,1720,580,1140,1700,8400,47.6977,-122.132,98052
1332200130,324950,2014-08-22,2014,1998,16,0,0,3,7,0,2.0,4,2.5,0,8615,2641,0,2641,2641,8091,47.4038,-122.213,98031
3244500078,600000,2014-08-22,2014,1981,33,0,0,3,9,0,2.0,3,2.5,1,77536,4930,1000,3930,2760,7351,47.7634,-122.139,98072
3342102880,464000,2014-08-11,2014,2001,13,0,0,4,8,0,1.0,3,2.5,1,5400,2460,940,1520,1745,5400,47.5231,-122.20200000000001,98056
2557000630,266000,2014-07-07,2014,1981,33,0,0,4,8,0,2.0,4,2.25,0,7102,1995,0,1995,1880,7950,47.2986,-122.37,98023
1117200190,775000,2014-08-04,2014,1998,16,0,0,3,10,0,2.0,3,2.5,0,74390,3010,0,3010,3240,109771,47.6442,-121.999,98053
8122100130,415000,2014-06-18,2014,1952,62,1,2014,3,7,0,1.0,3,1.75,0,4800,1270,0,1270,1220,4800,47.5362,-122.376,98126
9558040050,550000,2014-09-19,2014,2003,11,0,0,3,9,3,2.0,4,2.75,0,6731,3080,0,3080,3080,6731,47.4522,-122.118,98058
5702380630,235000,2015-01-14,2015,1990,25,0,0,3,7,0,2.0,3,2.25,0,7606,1670,0,1670,1670,7433,47.1949,-121.98200000000001,98022
3300790670,280000,2014-06-20,2014,1987,27,0,0,3,7,0,1.0,3,2.0,0,8089,1470,0,1470,1530,7721,47.3878,-122.316,98198
2558660190,459000,2014-10-30,2014,1976,38,0,0,3,7,0,1.0,3,1.75,1,7807,1730,470,1260,1800,7650,47.7211,-122.169,98034
4388000460,195000,2014-10-14,2014,1969,45,0,0,4,7,0,1.0,3,1.0,0,7615,1070,0,1070,1240,6906,47.3189,-122.37299999999999,98023
3224800010,235000,2014-11-12,2014,1959,55,0,0,4,7,0,1.0,3,1.5,1,8738,1660,580,1080,1500,8466,47.3117,-122.208,98002
1672000020,711800,2014-11-26,2014,1965,49,0,0,4,8,0,1.0,4,2.25,0,16650,2410,0,2410,2720,11141,47.5706,-122.163,98006
2767701416,440000,2015-01-16,2015,2007,8,0,0,3,7,0,3.0,3,2.5,0,1032,1040,0,1040,1290,1275,47.6673,-122.37700000000001,98107
7821200307,515000,2015-02-17,2015,1916,99,0,0,4,7,0,1.0,2,1.0,0,3300,970,0,970,1060,3600,47.6609,-122.34299999999999,98103
4219400290,1200000,2014-05-02,2014,1939,75,0,0,3,8,0,1.5,5,2.75,0,9480,2910,0,2910,2940,6600,47.6552,-122.27799999999999,98105
6072650290,560000,2015-04-06,2015,1965,50,0,0,4,8,0,1.5,3,1.75,0,12443,2340,0,2340,1970,9600,47.5432,-122.177,98006
5647900670,340000,2014-06-20,2014,1985,29,0,0,3,7,0,1.0,3,1.75,1,11249,1880,550,1330,1870,14547,47.3295,-122.257,98001
1965200010,600000,2014-11-10,2014,1912,102,0,0,3,6,0,1.5,2,1.0,1,3500,1110,140,970,1884,1778,47.6453,-122.32700000000001,98102
319500080,764000,2014-06-18,2014,1997,17,0,0,3,9,0,2.0,4,2.5,0,7938,2790,0,2790,2780,7779,47.6223,-122.02600000000001,98074
9526500080,337000,2014-07-29,2014,2001,13,0,0,3,8,0,1.0,4,2.0,0,8779,1590,0,1590,2090,9600,47.7408,-121.97399999999999,98019
7856410430,1390000,2014-05-30,2014,1977,37,0,0,4,10,4,1.0,6,2.75,1,20000,5700,2850,2850,3690,15700,47.5601,-122.16,98006
8128700005,249000,2014-11-19,2014,1919,95,0,0,3,6,0,1.0,4,1.0,1,7552,1200,140,1060,1580,7680,47.5317,-122.37,98126
3444910020,350000,2014-07-15,2014,1978,36,0,0,3,8,0,1.0,3,3.0,1,35782,3200,840,2360,3090,37887,47.4121,-122.154,98042
2025700130,269950,2015-01-29,2015,1993,22,0,0,4,7,0,1.0,3,2.25,1,6000,1510,360,1150,1510,6000,47.3484,-122.036,98038
224069134,735000,2015-02-25,2015,1978,37,0,0,3,7,0,1.0,3,1.75,0,108900,1880,0,1880,2730,37731,47.5913,-122.01,98075
4217400305,1300000,2015-03-31,2015,1940,75,0,0,4,8,0,2.0,4,2.5,1,4000,3070,1000,2070,2560,4000,47.659,-122.281,98105
3288301410,475000,2014-09-11,2014,1974,40,0,0,4,8,0,2.0,4,2.25,0,7560,2110,0,2110,2110,7560,47.7331,-122.18299999999999,98034
9264950660,339000,2015-03-10,2015,1989,26,0,0,3,9,0,1.5,3,2.0,0,8459,2350,0,2350,2430,8459,47.3043,-122.34899999999999,98023
6744700285,600000,2015-03-11,2015,1997,18,0,0,3,8,2,1.0,4,3.5,1,15160,3270,1610,1660,2790,15160,47.7437,-122.287,98155
7750500275,397500,2014-08-07,2014,1918,96,0,0,3,7,0,1.0,4,1.75,1,4760,2220,900,1320,940,4760,47.5215,-122.348,98106
1125069153,1530000,2014-08-22,2014,2004,10,0,0,3,11,0,2.0,4,3.5,0,111078,5990,0,5990,4690,118918,47.667,-121.994,98053
1425059178,460000,2014-05-07,2014,1985,29,0,0,4,7,0,2.0,3,2.0,0,9055,1760,0,1760,2010,9383,47.6534,-122.12799999999999,98052
6671900130,370000,2014-12-16,2014,1951,63,0,0,5,7,0,1.0,4,2.75,1,5207,2200,1080,1120,1210,6008,47.74,-122.34299999999999,98133
3172600151,250000,2015-03-25,2015,1957,58,0,0,3,6,0,1.5,4,1.0,0,7296,1550,0,1550,1370,7680,47.5184,-122.366,98106
7237550020,1100000,2014-07-03,2014,2000,14,0,0,3,11,0,2.0,4,3.75,0,60123,5070,0,5070,4920,101930,47.6567,-122.00399999999999,98053
1934800078,430000,2014-09-30,2014,2008,6,0,0,3,8,0,2.0,2,2.25,0,1516,1040,0,1040,1560,1920,47.6037,-122.307,98122
4385700660,1090000,2014-08-07,2014,1927,87,0,0,5,8,0,1.5,3,1.5,1,4000,2560,900,1660,2560,4000,47.6384,-122.279,98112
923000414,670000,2015-04-19,2015,1952,63,0,0,3,8,0,1.0,3,1.75,0,8160,1850,0,1850,1600,8160,47.7241,-122.363,98177
2624049167,461550,2015-04-23,2015,1954,61,0,0,3,7,0,1.0,3,1.5,1,11895,2090,300,1790,2180,11072,47.5362,-122.26700000000001,98118
8929000380,479990,2014-08-05,2014,2014,0,0,0,3,8,0,2.0,3,2.5,1,2386,2010,620,1390,1690,1870,47.5525,-121.99799999999999,98029
4221250010,643000,2015-04-14,2015,2005,10,0,0,3,8,0,2.0,4,2.5,0,4663,2518,0,2518,2280,4525,47.5894,-122.01700000000001,98075
8861500080,607000,2014-09-30,2014,1988,26,0,0,3,8,0,2.0,3,2.75,1,12813,2810,770,2040,1890,10336,47.6796,-122.11399999999999,98052
1592000780,625000,2014-05-23,2014,1984,30,0,0,3,9,0,1.0,3,2.5,0,10092,2600,0,2600,2440,9298,47.6223,-122.03200000000001,98074
2484200080,731100,2014-07-29,2014,1953,61,1,2010,3,8,0,1.0,3,2.5,1,8778,2060,900,1160,1990,7560,47.5245,-122.384,98136
2322059136,859000,2015-03-09,2015,1999,16,0,0,4,8,3,2.0,3,2.5,0,434728,2920,0,2920,3150,55216,47.3809,-122.13,98042
2591820080,435000,2014-11-03,2014,1986,28,0,0,4,8,0,2.0,4,2.5,0,10375,2130,0,2130,2220,8508,47.4381,-122.16,98058
5729000080,465000,2014-10-29,2014,1948,66,1,1990,3,8,0,1.0,3,3.0,1,15600,2290,870,1420,1890,14143,47.3558,-122.29,98001
5100402764,740000,2015-04-15,2015,1927,88,0,0,3,7,0,1.5,3,1.0,0,6380,1230,0,1230,1250,6380,47.6947,-122.315,98115
5454000010,740000,2014-12-10,2014,1961,53,0,0,4,9,0,1.0,3,1.75,0,9478,2020,0,2020,3050,15594,47.5383,-122.238,98040
5412300130,250000,2014-11-19,2014,1980,34,0,0,3,7,0,1.0,3,2.0,1,7280,1430,440,990,1430,7280,47.3742,-122.18,98030
6873000190,656000,2015-03-11,2015,2009,6,0,0,3,7,0,3.0,2,2.5,1,1763,2270,450,1820,2180,1763,47.6757,-122.12100000000001,98052
9485300190,300000,2014-10-09,2014,1992,22,0,0,3,8,0,2.0,4,2.5,0,8058,1910,0,1910,1910,6500,47.3891,-122.17200000000001,98031
326069132,643000,2015-02-20,2015,1954,61,0,0,3,7,0,1.0,3,1.5,0,214315,1780,0,1780,2740,133419,47.7631,-122.02799999999999,98077
3832061060,311000,2014-08-07,2014,2007,7,0,0,3,7,0,2.0,4,2.5,0,6124,2690,0,2690,2300,6002,47.3343,-122.05799999999999,98042
6918730130,360000,2014-07-21,2014,1975,39,0,0,4,7,0,1.0,3,1.75,0,7482,1330,0,1330,1480,8096,47.7322,-122.20700000000001,98034
7952800010,475000,2014-05-19,2014,1968,46,0,0,4,8,0,1.0,4,2.5,1,10043,3060,1360,1700,1630,8296,47.7387,-122.337,98133
3834500417,469950,2014-08-09,2014,2008,6,0,0,3,8,0,3.0,3,3.25,0,1778,1760,0,1760,1520,1615,47.7201,-122.301,98125
5071700020,240000,2014-07-03,2014,1960,54,0,0,3,7,0,1.0,3,1.75,0,8750,1570,0,1570,1890,8825,47.4425,-122.333,98148
3826000470,232000,2014-09-29,2014,1936,78,0,0,3,6,0,1.0,2,1.0,1,8100,960,150,810,960,12150,47.494,-122.304,98168
921059132,350000,2014-08-13,2014,1991,23,0,0,3,7,0,1.0,3,2.0,0,81893,1680,0,1680,2480,38637,47.3248,-122.179,98092
